user_id,prenom,nom,genre,email,telephone,type_compteur,numero_compteur,zone_id,region,commune,type_zone,date_inscription,conso_moyenne_jour,objectif_mensuel,actif
704,Youssouf,Badji,M,ybadji@yahoo.fr,221764326027,DPP,SN12106287,12,Saint-Louis,Richard Toll,semi_urbain,2025-07-23,3.59,150,True
705,Coumba,Faye,F,mcisse@orange.sn,221772561331,DPP,SN09811325,9,Diourbel,Touba,urbain,2025-11-23,6.85,150,False
706,Dieynaba,Cissé,F,dieynaba.cisse58@hotmail.com,221752480717,DPP,SN02886095,2,Dakar,Pikine,urbain,2024-11-12,4.71,150,True
707,Cheikhou,Kébé,M,ckebe@outlook.com,221778023318,DPP,SN13776784,13,Kaolack,Kaolack,urbain,2026-02-21,4.34,150,True
708,Coumba,Cissé,F,mcisse@orange.sn,221774706828,DPP,SN03356480,3,Dakar,Guédiawaye,urbain,2025-01-19,5.55,150,True
709,Mbaye,Ba,M,mba@gmail.com,221751227045,DPP,SN01138990,1,Dakar,Dakar Plateau,urbain,2026-02-07,4.61,150,True
710,Khady,Cisse,F,khady.cisse@outlook.com,221781468754,DPP,SN09101869,9,Diourbel,Touba,urbain,2024-10-27,5.2,150,True
711,Souleymane,Cissé,M,souleymane.cisse@gmail.com,221770810660,DPP,SN19365038,19,Ziguinchor,Ziguinchor,urbain,2025-05-14,4.97,250,True
712,Seynabou,Sy,F,ssy@hotmail.com,221751277259,DPP,SN08627530,8,Diourbel,Diourbel,urbain,2024-03-25,7.92,150,True
713,Arame,Badji,F,mcisse@orange.sn,221751672668,DPP,SN09413532,9,Diourbel,Touba,urbain,2025-02-11,5.51,200,True
714,Amy,Ba,F,aba@hotmail.com,221776166941,DPP,SN04185457,4,Dakar,Rufisque,urbain,2025-09-11,6.72,300,True
715,Fallou,Sall,M,fsall@yahoo.fr,221703847409,DPP,SN09642902,9,Diourbel,Touba,urbain,2024-10-15,5.59,150,True
716,Fallou,Gaye,M,fgaye@gmail.com,221758271916,DPP,SN12720994,12,Saint-Louis,Richard Toll,semi_urbain,2024-04-22,5.24,150,True
717,Amy,Sy,F,mcisse@orange.sn,221778862314,DPP,SN01846086,1,Dakar,Dakar Plateau,urbain,2025-02-08,7.25,150,True
718,Alioune,Dieng,M,mcisse@orange.sn,221770365318,DPP,SN16313712,16,Fatick,Fatick,semi_urbain,2025-09-14,4.07,150,True
719,Penda,Sow,F,mcisse@orange.sn,221769689679,DPP,SN05483344,5,Thiès,Thiès,urbain,2026-01-08,5.51,150,True
720,Mame,Diouf,F,mame.diouf@orange.sn,221769819531,PPP,SN09840500,9,Diourbel,Touba,urbain,2025-12-16,16.93,150,True
721,Ndeye,Diop,F,ndeye.diop@orange.sn,221786222866,DPP,SN12917744,12,Saint-Louis,Richard Toll,semi_urbain,2024-09-17,5.8,150,True
722,Mame,Camara,F,mcamara@yahoo.fr,221768680654,DPP,SN09505627,9,Diourbel,Touba,urbain,2025-06-15,6.06,150,True
723,Aly,Sow,M,aly.sow@hotmail.com,221766868070,DPP,SN19792353,19,Ziguinchor,Ziguinchor,urbain,2024-04-02,6.53,150,True
724,Elhadji,Niang,M,elhadjiniang@hotmail.com,221770850542,PPP,SN21475271,21,Kaffrine,Kaffrine,semi_urbain,2025-08-24,24.32,200,True
725,Cheikhou,Sall,M,cheikhou.sall17@gmail.com,221765145488,PPP,SN03591960,3,Dakar,Guédiawaye,urbain,2025-01-04,21.62,150,True
726,Fallou,Mbaye,M,fallou.mbaye@gmail.com,221760808084,DPP,SN01101611,1,Dakar,Dakar Plateau,urbain,2026-02-20,7.94,250,True
727,Mbaye,Ndiaye,M,mcisse@orange.sn,221770434294,DPP,SN05436696,5,Thiès,Thiès,urbain,2025-02-04,6.38,150,True
728,Khady,Badji,F,khady.badji@yahoo.fr,221788073433,DPP,SN16352949,16,Fatick,Fatick,semi_urbain,2024-02-29,4.05,200,True
729,Samba,Cisse,M,mcisse@orange.sn,221776895530,DPP,SN21665320,21,Kaffrine,Kaffrine,semi_urbain,2024-08-27,5.9,150,True
730,Ndeye,Fall,F,nfall@hotmail.com,221775312390,DPP,SN01460517,1,Dakar,Dakar Plateau,urbain,2025-04-16,6.87,150,True
731,Omar,Kébé,M,omar.kebe37@gmail.com,221759970768,DPP,SN19756578,19,Ziguinchor,Ziguinchor,urbain,2024-07-13,7.22,150,True
732,Amadou,Niang,M,amadouniang@orange.sn,221753110836,DPP,SN09156518,9,Diourbel,Touba,urbain,2025-11-05,7.52,150,True
733,Ousmane,Bâ,M,ousmanebâ@outlook.com,221786618209,DPP,SN04450615,4,Dakar,Rufisque,urbain,2025-08-03,4.99,150,True
734,Marème,Bâ,F,mcisse@orange.sn,221703938613,DPP,SN04548642,4,Dakar,Rufisque,urbain,2025-09-22,6.06,150,True
735,Ndeye,Bâ,F,ndeye.bâ@yahoo.fr,221753774977,DPP,SN17246049,17,Kolda,Kolda,urbain,2024-08-05,7.45,150,True
736,Baye,Dia,M,bdia@hotmail.com,221759752781,DPP,SN14967866,14,Kaolack,Nioro du Rip,semi_urbain,2025-09-24,3.27,250,True
737,Youssouf,Seck,M,yseck@gmail.com,221784705163,DPP,SN09443292,9,Diourbel,Touba,urbain,2025-06-06,5.96,150,True
738,Amadou,Sow,M,mcisse@orange.sn,221761799664,DPP,SN05306632,5,Thiès,Thiès,urbain,2026-01-05,4.95,250,True
739,Fallou,Sarr,M,fallousarr@outlook.com,221706941192,DPP,SN02932963,2,Dakar,Pikine,urbain,2025-06-14,4.11,200,True
740,Astou,Ndoye,F,astou.ndoye97@outlook.com,221784273381,DPP,SN15589665,15,Louga,Louga,urbain,2025-01-15,6.2,200,True
741,Mamadou,Ndiaye,M,mcisse@orange.sn,221754975807,DPP,SN08323187,8,Diourbel,Diourbel,urbain,2024-04-04,6.53,150,False
742,Selbé,Sylla,F,selbe.sylla@gmail.com,221783577679,DPP,SN19684792,19,Ziguinchor,Ziguinchor,urbain,2024-10-15,7.16,150,True
743,Lamine,Diouf,M,ldiouf@hotmail.com,221776528255,DPP,SN09793962,9,Diourbel,Touba,urbain,2025-11-12,4.74,150,True
744,Malick,Kébé,M,malickkebe@orange.sn,221758590002,DPP,SN20637904,20,Matam,Matam,semi_urbain,2024-10-11,3.36,150,True
745,Maimouna,Ba,F,maimounaba@yahoo.fr,221757172861,DPP,SN11161386,11,Saint-Louis,Saint-Louis,urbain,2024-08-15,6.16,150,True
746,Demba,Ndoye,M,dndoye@gmail.com,221704963400,DPP,SN03534956,3,Dakar,Guédiawaye,urbain,2024-03-09,7.46,150,True
747,Yacine,Fall,F,yacinefall@outlook.com,221775679986,DPP,SN11769647,11,Saint-Louis,Saint-Louis,urbain,2024-09-04,4.46,150,True
748,Ndèye,Seck,F,ndeye.seck@hotmail.com,221770848818,DPP,SN09184195,9,Diourbel,Touba,urbain,2025-04-11,4.96,150,False
749,Dieynaba,Dia,F,mcisse@orange.sn,221779985720,DPP,SN15770731,15,Louga,Louga,urbain,2025-04-03,7.01,300,True
750,Mariama,Ba,F,mcisse@orange.sn,221760694157,DPP,SN10285435,10,Diourbel,Mbacké,semi_urbain,2025-04-16,4.3,150,True
751,Mame,Samb,F,mcisse@orange.sn,221762803925,DPP,SN03927013,3,Dakar,Guédiawaye,urbain,2025-12-27,4.03,150,True
752,Bineta,Thiam,F,bineta.thiam@hotmail.com,221787535754,DPP,SN06692747,6,Thiès,Mbour,urbain,2025-05-25,5.33,150,True
753,Serigne,Kébé,M,serignekebe@outlook.com,221703242752,DPP,SN09801743,9,Diourbel,Touba,urbain,2025-06-05,6.72,150,True
754,Oumou,Kane,F,okane@orange.sn,221784288086,DPP,SN09873151,9,Diourbel,Touba,urbain,2025-07-12,4.42,150,True
755,Cheikh,Dia,M,mcisse@orange.sn,221754670151,DPP,SN19191962,19,Ziguinchor,Ziguinchor,urbain,2025-01-16,6.52,150,True
756,Awa,Gueye,F,mcisse@orange.sn,221774637093,DPP,SN03945188,3,Dakar,Guédiawaye,urbain,2024-12-05,5.82,150,True
757,Ibrahima,Kébé,M,ibrahimakebe@orange.sn,221770681232,DPP,SN04127467,4,Dakar,Rufisque,urbain,2024-10-06,7.96,150,True
758,Mbathio,Sy,F,mcisse@orange.sn,221703142886,DPP,SN05287388,5,Thiès,Thiès,urbain,2024-09-10,7.81,150,True
759,Mariama,Samb,F,mcisse@orange.sn,221750333110,DPP,SN09113880,9,Diourbel,Touba,urbain,2026-01-14,4.21,150,True
760,Daba,Ndoye,F,daba.ndoye24@orange.sn,221763437906,DPP,SN11972190,11,Saint-Louis,Saint-Louis,urbain,2024-12-09,7.93,200,True
761,Moussa,Sène,M,moussa.sene5@outlook.com,221759067657,DPP,SN11183942,11,Saint-Louis,Saint-Louis,urbain,2025-06-12,5.4,150,True
762,Mamadou,Sarr,M,mcisse@orange.sn,221759055633,DPP,SN08103406,8,Diourbel,Diourbel,urbain,2024-12-01,4.48,250,True
763,Amadou,Gaye,M,mcisse@orange.sn,221706646147,DPP,SN11854962,11,Saint-Louis,Saint-Louis,urbain,2026-01-03,6.79,300,True
764,Youssouf,Mbaye,M,youssouf.mbaye@gmail.com,221756827138,DPP,SN11772428,11,Saint-Louis,Saint-Louis,urbain,2024-06-06,5.44,150,True
765,Amadou,Diouf,M,amadoudiouf@orange.sn,221780020502,DPP,SN11932338,11,Saint-Louis,Saint-Louis,urbain,2024-09-03,5.29,300,True
766,Moussa,Gaye,M,mcisse@orange.sn,221752702724,DPP,SN09936226,9,Diourbel,Touba,urbain,2024-10-20,6.46,150,False
767,Amy,Toure,F,mcisse@orange.sn,221772821771,DPP,SN09576503,9,Diourbel,Touba,urbain,2025-02-23,4.5,150,True
768,Ablaye,Dieng,M,mcisse@orange.sn,221751567941,DPP,SN11590604,11,Saint-Louis,Saint-Louis,urbain,2024-10-22,6.63,150,True
769,Marème,Ndiaye,F,maremendiaye@yahoo.fr,221766735441,PPP,SN09967028,9,Diourbel,Touba,urbain,2025-10-21,10.58,150,True
770,Mame,Mbaye,F,mame.mbaye90@gmail.com,221707331311,DPP,SN09963345,9,Diourbel,Touba,urbain,2024-05-28,7.79,150,True
771,Daba,Sow,F,daba.sow55@outlook.com,221750974010,DPP,SN09112963,9,Diourbel,Touba,urbain,2024-09-27,4.85,150,True
772,Khady,Fall,F,khady.fall74@hotmail.com,221771422493,DPP,SN09417187,9,Diourbel,Touba,urbain,2026-02-16,6.21,150,True
773,Mbaye,Traoré,M,mbaye.traore@orange.sn,221780910924,DPP,SN18333162,18,Tambacounda,Tambacounda,urbain,2026-01-16,6.71,150,True
774,Souleymane,Cisse,M,mcisse@orange.sn,221755308564,DPP,SN05472843,5,Thiès,Thiès,urbain,2025-03-15,5.82,150,True
775,Khady,Diallo,F,mcisse@orange.sn,221775330129,DPP,SN13394714,13,Kaolack,Kaolack,urbain,2024-08-15,7.86,150,True
776,Coumba,Diouf,F,mcisse@orange.sn,221751527317,DPP,SN09951239,9,Diourbel,Touba,urbain,2024-07-12,7.57,300,True
777,Mariama,Dieng,F,mariama.dieng@hotmail.com,221770137471,DPP,SN06153280,6,Thiès,Mbour,urbain,2024-05-22,4.25,250,True
778,Mamadou,Kébé,M,mamadou.kebe78@orange.sn,221774736534,DPP,SN03146207,3,Dakar,Guédiawaye,urbain,2024-03-02,6.21,200,True
779,Pape,Gueye,M,papegueye@orange.sn,221783624300,DPP,SN10228306,10,Diourbel,Mbacké,semi_urbain,2024-10-21,5.28,200,True
780,Astou,Faye,F,astoufaye@gmail.com,221752903412,DPP,SN19575325,19,Ziguinchor,Ziguinchor,urbain,2025-07-05,6.11,150,True
781,Serigne,Dieng,M,serignedieng@outlook.com,221759560431,DPP,SN15315717,15,Louga,Louga,urbain,2025-11-17,6.53,150,True
782,Maimouna,Cisse,F,mcisse@orange.sn,221787877565,DPP,SN08777018,8,Diourbel,Diourbel,urbain,2024-12-15,4.9,150,True
783,Abdou,Diouf,M,abdoudiouf@hotmail.com,221756315510,DPP,SN08689199,8,Diourbel,Diourbel,urbain,2026-01-09,5.59,150,True
784,Seynabou,Bâ,F,mcisse@orange.sn,221759002510,DPP,SN09355974,9,Diourbel,Touba,urbain,2024-12-12,6.98,150,True
785,Nogaye,Ba,F,nogaye.ba94@outlook.com,221760555991,DPP,SN15519412,15,Louga,Louga,urbain,2024-06-28,5.96,200,True
786,Fatou,Ba,F,fatou.ba@gmail.com,221757408242,DPP,SN09703676,9,Diourbel,Touba,urbain,2025-12-22,6.92,150,True
787,Penda,Sène,F,penda.sene@yahoo.fr,221700759334,DPP,SN11687115,11,Saint-Louis,Saint-Louis,urbain,2026-01-19,6.86,250,True
788,Serigne,Seck,M,serigne.seck@yahoo.fr,221754802608,DPP,SN17724514,17,Kolda,Kolda,urbain,2024-10-13,7.17,150,True
789,Demba,Dia,M,demba.dia@yahoo.fr,221776096198,DPP,SN02732029,2,Dakar,Pikine,urbain,2024-09-05,4.94,150,True
790,Moustapha,Sène,M,mcisse@orange.sn,221783619839,DPP,SN13515424,13,Kaolack,Kaolack,urbain,2024-07-23,6.27,150,True
791,Ndeye,Sarr,F,ndeye.sarr32@hotmail.com,221764574091,DPP,SN12148459,12,Saint-Louis,Richard Toll,semi_urbain,2025-10-07,5.55,150,True
792,Abdou,Sy,M,asy@gmail.com,221702617769,DPP,SN13505680,13,Kaolack,Kaolack,urbain,2025-06-01,6.89,150,True
793,Astou,Ndoye,F,mcisse@orange.sn,221772012340,DPP,SN09762426,9,Diourbel,Touba,urbain,2025-06-26,5.18,150,False
794,Cheikhou,Ba,M,mcisse@orange.sn,221788325158,DPP,SN16166294,16,Fatick,Fatick,semi_urbain,2025-01-05,3.13,150,True
795,Baye,Toure,M,btoure@orange.sn,221767151874,PPP,SN04190749,4,Dakar,Rufisque,urbain,2026-01-15,18.26,150,True
796,Moussa,Kébé,M,moussakebe@orange.sn,221784666452,DPP,SN03662028,3,Dakar,Guédiawaye,urbain,2024-07-18,6.51,150,True
797,Dieynaba,Sène,F,dieynabasene@orange.sn,221760111149,DPP,SN03931670,3,Dakar,Guédiawaye,urbain,2025-10-18,5.62,250,True
798,Souleymane,Gaye,M,souleymane.gaye5@gmail.com,221771297665,DPP,SN05814052,5,Thiès,Thiès,urbain,2024-07-20,6.02,150,True
799,Momar,Fall,M,momar.fall36@hotmail.com,221762351863,DPP,SN16403349,16,Fatick,Fatick,semi_urbain,2024-06-03,4.54,250,True
800,Moustapha,Dieye,M,mcisse@orange.sn,221768381863,DPP,SN23396386,23,Sédhiou,Sédhiou,semi_urbain,2026-01-18,5.11,150,True
801,Malick,Ba,M,malick.ba@hotmail.com,221786746500,DPP,SN02980842,2,Dakar,Pikine,urbain,2024-05-16,4.78,200,True
802,Awa,Ndoye,F,mcisse@orange.sn,221755250869,DPP,SN18610767,18,Tambacounda,Tambacounda,urbain,2024-10-25,4.13,300,True
803,Alioune,Bâ,M,mcisse@orange.sn,221758206926,DPP,SN03210950,3,Dakar,Guédiawaye,urbain,2024-06-30,4.36,150,True
804,Rama,Dieye,F,ramadieye@yahoo.fr,221753321105,DPP,SN02884430,2,Dakar,Pikine,urbain,2025-04-01,5.5,150,True
805,Mariama,Ndoye,F,mcisse@orange.sn,221764166626,DPP,SN05837301,5,Thiès,Thiès,urbain,2024-12-13,5.69,150,True
806,Nogaye,Sène,F,nsene@hotmail.com,221753389526,DPP,SN04114864,4,Dakar,Rufisque,urbain,2024-10-30,7.26,200,True
807,Bineta,Kane,F,bineta.kane19@gmail.com,221788709013,DPP,SN18762585,18,Tambacounda,Tambacounda,urbain,2024-03-20,4.66,150,True
808,Modou,Fall,M,modoufall@outlook.com,221702227992,DPP,SN19895472,19,Ziguinchor,Ziguinchor,urbain,2025-11-02,7.22,150,True
809,Alioune,Toure,M,mcisse@orange.sn,221777637042,DPP,SN13665658,13,Kaolack,Kaolack,urbain,2025-11-09,4.07,150,True
810,Malick,Toure,M,mtoure@yahoo.fr,221702727404,DPP,SN15950287,15,Louga,Louga,urbain,2026-01-20,7.3,150,True
811,Pape,Bâ,M,pape.bâ41@gmail.com,221752799951,DPP,SN11765145,11,Saint-Louis,Saint-Louis,urbain,2024-11-01,4.47,300,True
812,Mariama,Sène,F,mariama.sene@outlook.com,221771483704,DPP,SN18195082,18,Tambacounda,Tambacounda,urbain,2024-12-05,7.91,150,True
813,Oumou,Dia,F,mcisse@orange.sn,221758061993,DPP,SN14874481,14,Kaolack,Nioro du Rip,semi_urbain,2025-11-06,5.91,150,True
814,Penda,Kébé,F,mcisse@orange.sn,221751018939,DPP,SN08857197,8,Diourbel,Diourbel,urbain,2025-11-30,7.62,150,True
815,Malick,Sarr,M,msarr@outlook.com,221700291746,DPP,SN02419206,2,Dakar,Pikine,urbain,2025-01-20,4.88,200,True
816,Souleymane,Sow,M,mcisse@orange.sn,221773139323,DPP,SN11201769,11,Saint-Louis,Saint-Louis,urbain,2024-05-24,5.79,150,True
817,Binta,Dieye,F,mcisse@orange.sn,221751771729,DPP,SN17819258,17,Kolda,Kolda,urbain,2025-06-01,7.39,150,True
818,Adja,Sarr,F,adja.sarr22@yahoo.fr,221778546981,DPP,SN01743116,1,Dakar,Dakar Plateau,urbain,2025-04-29,5.12,200,True
819,Amy,Sow,F,mcisse@orange.sn,221750557261,DPP,SN03556357,3,Dakar,Guédiawaye,urbain,2025-07-28,4.8,150,True
820,Mariama,Ndoye,F,mariamandoye@outlook.com,221769082806,DPP,SN03246866,3,Dakar,Guédiawaye,urbain,2025-10-18,7.66,150,True
821,Ablaye,Ndiaye,M,ablaye.ndiaye56@orange.sn,221761955096,DPP,SN02172247,2,Dakar,Pikine,urbain,2024-07-20,5.28,150,True
822,Modou,Camara,M,modoucamara@orange.sn,221775754182,DPP,SN02934285,2,Dakar,Pikine,urbain,2025-06-27,5.72,150,True
823,Youssouf,Wade,M,youssoufwade@outlook.com,221751611009,DPP,SN11673946,11,Saint-Louis,Saint-Louis,urbain,2024-07-21,6.97,250,True
824,Daba,Sarr,F,daba.sarr51@outlook.com,221773201127,DPP,SN19343517,19,Ziguinchor,Ziguinchor,urbain,2025-08-03,7.3,150,True
825,Mariama,Dieye,F,mcisse@orange.sn,221787873443,DPP,SN09251484,9,Diourbel,Touba,urbain,2025-03-28,7.84,150,True
826,Cheikh,Seck,M,mcisse@orange.sn,221766276078,DPP,SN03308567,3,Dakar,Guédiawaye,urbain,2025-10-03,7.91,150,True
827,Maimouna,Sow,F,mcisse@orange.sn,221764447125,DPP,SN09525392,9,Diourbel,Touba,urbain,2024-04-27,7.67,300,True
828,Pape,Samb,M,pape.samb@orange.sn,221780496467,DPP,SN03147408,3,Dakar,Guédiawaye,urbain,2025-08-07,6.55,250,True
829,Yacine,Traoré,F,yacinetraore@outlook.com,221758292329,DPP,SN09893524,9,Diourbel,Touba,urbain,2024-11-08,7.34,150,True
830,Moustapha,Wade,M,moustapha.wade@hotmail.com,221761848861,DPP,SN04845416,4,Dakar,Rufisque,urbain,2024-05-05,6.71,150,True
831,Omar,Gaye,M,omar.gaye17@gmail.com,221700414530,DPP,SN04542720,4,Dakar,Rufisque,urbain,2026-01-20,7.12,150,True
832,Cheikh,Ba,M,cba@outlook.com,221774449250,DPP,SN13166017,13,Kaolack,Kaolack,urbain,2025-12-27,6.2,150,True
833,Penda,Badji,F,mcisse@orange.sn,221775983777,DPP,SN03394488,3,Dakar,Guédiawaye,urbain,2025-09-16,4.52,200,True
834,Alioune,Kébé,M,alioune.kebe34@outlook.com,221758169125,DPP,SN09833123,9,Diourbel,Touba,urbain,2024-11-02,5.0,150,True
835,Ibrahima,Faye,M,ibrahimafaye@gmail.com,221705617338,PPP,SN10141164,10,Diourbel,Mbacké,semi_urbain,2024-05-14,13.74,200,True
836,Oumou,Sall,F,oumou.sall98@hotmail.com,221708410541,DPP,SN08874862,8,Diourbel,Diourbel,urbain,2026-02-14,5.74,300,True
837,Mbagnick,Ndoye,M,mbagnickndoye@hotmail.com,221764778277,DPP,SN05873797,5,Thiès,Thiès,urbain,2025-08-19,4.48,250,True
838,Bineta,Niang,F,mcisse@orange.sn,221757229012,DPP,SN10863790,10,Diourbel,Mbacké,semi_urbain,2025-08-13,3.44,150,True
839,Coumba,Mbaye,F,coumbambaye@gmail.com,221763628048,DPP,SN01954293,1,Dakar,Dakar Plateau,urbain,2024-10-21,6.65,150,True
840,Boubacar,Mbaye,M,bmbaye@orange.sn,221758142822,DPP,SN11906479,11,Saint-Louis,Saint-Louis,urbain,2024-11-04,6.81,150,False
841,Aly,Samb,M,mcisse@orange.sn,221755846322,PPP,SN02354915,2,Dakar,Pikine,urbain,2024-10-07,17.75,150,True
842,Youssouf,Cisse,M,youssoufcisse@hotmail.com,221750831020,PPP,SN05189336,5,Thiès,Thiès,urbain,2025-04-27,14.66,150,True
843,Amy,Kane,F,mcisse@orange.sn,221757208434,DPP,SN18575590,18,Tambacounda,Tambacounda,urbain,2025-06-21,6.77,300,True
844,Cheikh,Sylla,M,mcisse@orange.sn,221774267392,DPP,SN09693601,9,Diourbel,Touba,urbain,2026-01-03,7.05,150,True
845,Mariama,Sène,F,mariamasene@orange.sn,221766457131,DPP,SN05797582,5,Thiès,Thiès,urbain,2024-09-04,7.81,150,True
846,Bineta,Cissé,F,mcisse@orange.sn,221753860901,DPP,SN09165734,9,Diourbel,Touba,urbain,2025-08-13,4.03,200,True
847,Cheikh,Badji,M,cheikh.badji36@gmail.com,221758974341,DPP,SN09925787,9,Diourbel,Touba,urbain,2025-12-20,6.74,150,True
848,Modou,Faye,M,modou.faye79@hotmail.com,221757357302,DPP,SN03257568,3,Dakar,Guédiawaye,urbain,2025-06-04,6.74,150,True
849,Modou,Kébé,M,mcisse@orange.sn,221750129022,DPP,SN06559064,6,Thiès,Mbour,urbain,2025-07-16,5.28,150,True
850,Pape,Mbaye,M,pape.mbaye@outlook.com,221757894188,DPP,SN09541990,9,Diourbel,Touba,urbain,2026-01-06,5.71,150,True
851,Modou,Diop,M,mdiop@yahoo.fr,221752185843,DPP,SN12842721,12,Saint-Louis,Richard Toll,semi_urbain,2024-10-27,4.69,150,True
852,Pape,Mbaye,M,mcisse@orange.sn,221773242436,DPP,SN06455131,6,Thiès,Mbour,urbain,2024-10-22,6.52,150,True
853,Fatou,Gaye,F,fatou.gaye95@hotmail.com,221780253228,DPP,SN06478353,6,Thiès,Mbour,urbain,2024-11-17,4.26,150,True
854,Ndeye,Niang,F,nniang@hotmail.com,221770217923,DPP,SN16401499,16,Fatick,Fatick,semi_urbain,2024-03-14,4.07,200,True
855,Mariama,Faye,F,mcisse@orange.sn,221757291355,DPP,SN09535690,9,Diourbel,Touba,urbain,2025-07-15,7.21,150,True
856,Pape,Sy,M,mcisse@orange.sn,221785809264,DPP,SN09553329,9,Diourbel,Touba,urbain,2026-01-01,6.91,150,True
857,Coumba,Fall,F,coumba.fall@orange.sn,221777847135,DPP,SN09968871,9,Diourbel,Touba,urbain,2024-12-16,4.3,150,True
858,Lamine,Diallo,M,lamine.diallo12@orange.sn,221755290041,DPP,SN02470182,2,Dakar,Pikine,urbain,2024-05-12,6.61,300,True
859,Dieynaba,Seck,F,mcisse@orange.sn,221778542099,PPP,SN09758164,9,Diourbel,Touba,urbain,2024-12-23,24.61,150,True
860,Aly,Gaye,M,mcisse@orange.sn,221750719201,DPP,SN05289677,5,Thiès,Thiès,urbain,2026-01-29,5.82,150,False
861,Mamadou,Diop,M,mcisse@orange.sn,221762369041,DPP,SN09144021,9,Diourbel,Touba,urbain,2024-09-24,5.94,150,True
862,Mariama,Dieng,F,mcisse@orange.sn,221751873976,DPP,SN03359249,3,Dakar,Guédiawaye,urbain,2025-06-18,7.98,150,False
863,Cheikh,Ndiaye,M,cheikh.ndiaye@outlook.com,221703597354,DPP,SN04594614,4,Dakar,Rufisque,urbain,2024-06-13,5.53,150,True
864,Rokhaya,Wade,F,rokhayawade@gmail.com,221762958367,DPP,SN08127880,8,Diourbel,Diourbel,urbain,2024-05-10,4.9,150,True
865,Lamine,Diouf,M,mcisse@orange.sn,221704742649,DPP,SN06840967,6,Thiès,Mbour,urbain,2024-10-12,5.19,250,True
866,Baye,Toure,M,baye.toure@orange.sn,221756900784,DPP,SN09308123,9,Diourbel,Touba,urbain,2025-09-04,6.69,150,True
867,Cheikhou,Bâ,M,cheikhou.bâ92@orange.sn,221754561966,DPP,SN03476144,3,Dakar,Guédiawaye,urbain,2024-04-21,7.31,150,True
868,Samba,Sarr,M,sambasarr@yahoo.fr,221787766541,DPP,SN05356245,5,Thiès,Thiès,urbain,2025-05-27,5.11,150,True
869,Daba,Faye,F,daba.faye@hotmail.com,221750071510,DPP,SN06991941,6,Thiès,Mbour,urbain,2024-11-04,7.92,150,True
870,Pape,Badji,M,mcisse@orange.sn,221755325472,DPP,SN19918429,19,Ziguinchor,Ziguinchor,urbain,2025-01-16,7.52,150,True
871,Arame,Camara,F,mcisse@orange.sn,221759474161,DPP,SN04395305,4,Dakar,Rufisque,urbain,2024-03-31,6.25,150,True
872,Youssouf,Faye,M,mcisse@orange.sn,221708182410,DPP,SN18289934,18,Tambacounda,Tambacounda,urbain,2026-02-01,4.24,150,True
873,Babacar,Gaye,M,bgaye@orange.sn,221788243408,DPP,SN07579948,7,Thiès,Tivaouane,semi_urbain,2024-07-03,5.96,150,True
874,Sokhna,Niang,F,sniang@orange.sn,221773418410,DPP,SN09892765,9,Diourbel,Touba,urbain,2025-07-03,5.78,150,False
875,Astou,Gueye,F,astou.gueye71@yahoo.fr,221782282687,PPP,SN09211498,9,Diourbel,Touba,urbain,2025-08-22,17.14,150,True
876,Cheikh,Sall,M,mcisse@orange.sn,221764777508,DPP,SN03760640,3,Dakar,Guédiawaye,urbain,2025-09-15,5.32,150,True
877,Rama,Faye,F,rama.faye37@hotmail.com,221753640983,DPP,SN09584805,9,Diourbel,Touba,urbain,2025-12-25,6.11,150,True
878,Abdou,Seck,M,mcisse@orange.sn,221787539188,DPP,SN05846741,5,Thiès,Thiès,urbain,2025-09-06,7.15,150,True
879,Awa,Dieye,F,awa.dieye80@orange.sn,221757401294,PPP,SN04953634,4,Dakar,Rufisque,urbain,2025-02-23,10.22,150,True
880,Binta,Mbaye,F,bintambaye@outlook.com,221702215429,DPP,SN03416381,3,Dakar,Guédiawaye,urbain,2025-03-20,7.58,250,True
881,Babacar,Sarr,M,mcisse@orange.sn,221786564832,DPP,SN09155839,9,Diourbel,Touba,urbain,2025-10-09,4.31,150,True
882,Bineta,Sall,F,mcisse@orange.sn,221700700675,DPP,SN11803822,11,Saint-Louis,Saint-Louis,urbain,2025-02-20,7.52,250,True
883,Astou,Diop,F,mcisse@orange.sn,221784939512,PPP,SN05268299,5,Thiès,Thiès,urbain,2025-10-26,17.34,150,True
884,Aissatou,Fall,F,afall@hotmail.com,221706142995,DPP,SN06341771,6,Thiès,Mbour,urbain,2025-01-14,4.66,150,True
885,Amadou,Diop,M,amadou.diop62@hotmail.com,221786214668,DPP,SN19391461,19,Ziguinchor,Ziguinchor,urbain,2025-01-15,7.26,150,True
886,Ndeye,Samb,F,mcisse@orange.sn,221700757748,DPP,SN09989768,9,Diourbel,Touba,urbain,2025-05-25,6.76,150,True
887,Rokhaya,Bâ,F,rokhaya.bâ42@gmail.com,221753488622,DPP,SN23820632,23,Sédhiou,Sédhiou,semi_urbain,2024-09-18,3.93,150,True
888,Modou,Bâ,M,modou.bâ@gmail.com,221761170215,DPP,SN16571739,16,Fatick,Fatick,semi_urbain,2024-04-03,3.93,150,True
889,Moussa,Kane,M,moussa.kane10@outlook.com,221760730405,PPP,SN09906531,9,Diourbel,Touba,urbain,2026-01-18,22.32,150,True
890,Cheikhou,Sall,M,csall@gmail.com,221763649026,PPP,SN15642325,15,Louga,Louga,urbain,2025-11-16,22.05,150,False
